vendor,config,config_id,preset,qp,sequence,branch-instructions,branch-misses,cache-misses,cache-references,cycles,dtlb-load-misses,dtlb-loads,dtlb-store-misses,dtlb-stores,instructions,l1-dcache-load-misses,l1-dcache-loads,l1-dcache-stores,l1-icache-load-misses,llc-load-misses,llc-loads,llc-store-misses,llc-stores,ipc,cache_miss_rate,l1d_miss_rate,llc_miss_rate
intel,A,dis_deblock_en_sao,fast,22,MountainBike,122596282108.0,6075640654.0,209294180.0,2252495006.0,710531550022.0,37067991.0,320233332763.0,12685962.0,142767929921.0,1240430371299.0,4967808979.0,320398480136.0,142874338813.0,2845447291.0,110830941.0,547569090.0,93467766.0,396585859.0,1.7457780323204408,0.09291660112120133,0.015505095332822138,0.20240540056780779
intel,A,dis_deblock_en_sao,fast,22,Neon1224,350328083200.0,13358467487.0,668080820.0,7679820282.0,2413529791858.0,89699794.0,1149666314218.0,37061581.0,493806262805.0,4233333169253.0,18029458147.0,1150588854765.0,494088282600.0,44807762407.0,409177589.0,2485766055.0,369393425.0,2029572745.0,1.7540007931677803,0.08699172577851216,0.01566976602661634,0.16460824548511263
intel,A,dis_deblock_en_sao,fast,22,NocturneDance_3840x2160p_8bit,364065713685.0,14555271758.0,852485867.0,8633796464.0,2161939482494.0,169272298.0,1007035122380.0,48098084.0,461645858038.0,3718769086565.0,19538397129.0,1008034067920.0,462428041745.0,10870586087.0,436392005.0,2201514789.0,314383888.0,1566081498.0,1.7201078553202844,0.09873823995673012,0.019382675398378117,0.19822351736198127
intel,A,dis_deblock_en_sao,fast,22,OldTownCross,160695213337.0,8811813388.0,251406287.0,2438675833.0,912486940236.0,39275943.0,407344695589.0,14695620.0,177205392542.0,1597630404618.0,5387104540.0,407544505500.0,177429010694.0,3118537819.0,132911243.0,622000910.0,114506172.0,423940240.0,1.7508528990067505,0.10309131029142404,0.013218444776701817,0.2136833577944444
intel,A,dis_deblock_en_sao,fast,22,PedestrianArea,106243019084.0,4633179951.0,191289620.0,2161890755.0,608589105649.0,33939352.0,289121592301.0,10984717.0,130671759027.0,1078729797502.0,4895017892.0,289381074660.0,130849953808.0,2698446705.0,105386505.0,542227159.0,83559856.0,390713873.0,1.772509214327196,0.08848255609474587,0.016915473473001857,0.19435858800278205
intel,A,dis_deblock_en_sao,fast,22,PierSeaSide,387857719234.0,15746158831.0,626174778.0,9392196287.0,2207000521454.0,111616898.0,1053917272942.0,31546524.0,479998318527.0,3905400057860.0,19412905099.0,1054882375559.0,480853982785.0,11045372290.0,352738616.0,2439126035.0,266990296.0,1616281112.0,1.7695510353967079,0.06666968607403424,0.01840290969759806,0.14461680574862135
intel,A,dis_deblock_en_sao,fast,22,RitualDance,80816457665.0,2909456988.0,381377445.0,524164763.0,390431966202.0,8185871.0,225894384113.0,4759716.0,101662757399.0,828342060759.0,4221664038.0,226608123402.0,101963774853.0,7451764793.0,64443927.0,78499731.0,66010752.0,81694403.0,2.12160410126469,0.7275907728272837,0.018629800091106267,0.8209445583960027
intel,A,dis_deblock_en_sao,fast,22,Riverbed,120829346612.0,5730489169.0,209030590.0,2311537359.0,704678424752.0,33995057.0,325669312516.0,11775731.0,146795999694.0,1231922219477.0,5037338907.0,326101302149.0,147096975022.0,2949995056.0,112671783.0,570902404.0,94222456.0,408131888.0,1.7482048211005676,0.09042925012054716,0.015447159743932496,0.19735734551224626
intel,A,dis_deblock_en_sao,fast,22,RushFieldCuts,123855959426.0,6214551159.0,207600977.0,1957315236.0,858227510043.0,31420750.0,388332089937.0,13153010.0,163668340583.0,1499237927085.0,4709453036.0,388575186248.0,163764671307.0,13042213439.0,109859960.0,653208636.0,128060301.0,543666965.0,1.7469003376620766,0.10606415010811268,0.012119798697064227,0.16818510035743006
intel,A,dis_deblock_en_sao,fast,22,Skater227,,,14472.0,28021.0,2524206.0,,,,,623555.0,43038.0,806518.0,302263.0,8070.0,5609.0,17379.0,,,0.24703015522504898,0.5164697905142571,0.05336272718029852,0.3227458426836987
intel,A,dis_deblock_en_sao,fast,22,Tango,470502363300.0,21026964651.0,612979119.0,9404547550.0,2660621929174.0,116327191.0,1267896619795.0,33474997.0,569933830287.0,4757875275821.0,20905353003.0,1268874154736.0,570763331958.0,11304371275.0,351157195.0,2509393038.0,271232134.0,1644933230.0,1.7882568070459,0.06517901214716065,0.01647551329260823,0.1399371041851117
intel,A,dis_deblock_en_sao,fast,22,TimeLapse,393083118544.0,16455382208.0,589150851.0,8906549347.0,2240638004873.0,116568106.0,1071704883035.0,29660612.0,485575804049.0,3990335226941.0,19528101958.0,1072327219552.0,486250219346.0,10694156723.0,336447981.0,2218092654.0,251638088.0,1548233191.0,1.7808924146884553,0.06614804769463767,0.01821095427024459,0.15168346569890404
intel,A,dis_deblock_en_sao,fast,22,ToddlerFountain,133407762205.0,7003772611.0,208611581.0,2331998505.0,772771193230.0,35554084.0,345838479246.0,12765796.0,153308557003.0,1340225861157.0,5004797921.0,346079383400.0,153545946897.0,2967926505.0,108114562.0,579506513.0,99993840.0,420518645.0,1.7343113626624387,0.08945613839490862,0.014461415967143681,0.18656315256977965
intel,A,dis_deblock_en_sao,fast,22,TreesAndGrass_1920_1080,147501439727.0,7718975537.0,220671747.0,2345515499.0,847848050760.0,36014476.0,371430914638.0,13957465.0,161974882609.0,1483725800996.0,5028662509.0,371724219421.0,162175403220.0,2999460109.0,116418770.0,589829482.0,105239133.0,420990420.0,1.7499902248592862,0.09408240836356972,0.013527938848947417,0.19737699378004303
intel,A,dis_deblock_en_sao,fast,22,TunnelFlag,110929362468.0,5247923467.0,199112386.0,2297900095.0,651441833908.0,33836256.0,297041621008.0,13268729.0,133409316479.0,1123461898813.0,4889710014.0,297466157708.0,133721417419.0,2954207232.0,106649737.0,584745851.0,92709518.0,408119971.0,1.7245774531754452,0.08664971398593375,0.016437869946872605,0.18238647921590811
intel,A,dis_deblock_en_sao,fast,22,Vertical_Carnaby,79968556231.0,2955239084.0,171891764.0,1809975341.0,563328838114.0,26458315.0,268668596189.0,11337255.0,115252986730.0,981628707526.0,4258290359.0,269255271725.0,115511576516.0,11245362824.0,100470154.0,613693551.0,101256998.0,498561959.0,1.74255007219664,0.0949691192505589,0.015815067730035548,0.16371388266389
intel,A,dis_deblock_en_sao,fast,22,Vertical_bees,89867645445.0,3558048437.0,175412896.0,2163777445.0,519577006294.0,25307426.0,247535485923.0,9598853.0,112910886733.0,916069192928.0,4582834984.0,247704076569.0,113038718707.0,2652322928.0,96132420.0,536092479.0,77300364.0,375873768.0,1.7631057222144408,0.0810679011398975,0.01850124974718942,0.17932059069233836
intel,A,dis_deblock_en_sao,fast,22,WalkingInStreet,141252310812.0,6988092013.0,223586381.0,2225486278.0,801131547298.0,35091555.0,351756557820.0,15524488.0,151605609407.0,1420040913157.0,4783230759.0,352258382357.0,151829648624.0,2885116167.0,118058537.0,525976663.0,102765484.0,404077738.0,1.7725439947364623,0.1004663040209498,0.013578756386135857,0.22445584624730774
intel,A,dis_deblock_en_sao,fast,22,WorldCup_1920x1080_30p,77729100304.0,2732451335.0,368690219.0,482810670.0,378953290750.0,8103375.0,220001454099.0,4377768.0,99055611042.0,805689086743.0,4252256961.0,220171801685.0,99154701193.0,7698542095.0,62254440.0,76520910.0,65779860.0,82858554.0,2.1260907515763536,0.7636331214469638,0.019313358606583543,0.8135611560291167
intel,A,dis_deblock_en_sao,fast,22,WorldCup_far_1920x1080_30p,105050406147.0,4933714386.0,446890532.0,565148223.0,537814073703.0,10350662.0,285410834882.0,5867041.0,127340608412.0,1081297969887.0,4584005273.0,286079232310.0,127790423910.0,8811305586.0,69705448.0,84102412.0,83570014.0,97843780.0,2.0105423468039088,0.7907492473881493,0.016023551363675007,0.8288162769933399
intel,A,dis_deblock_en_sao,fast,27,Aerial3200,113781241016.0,5277338409.0,195140380.0,2163124870.0,653614371264.0,28386978.0,301586195391.0,9727497.0,134320495270.0,1158623347634.0,4892844944.0,301898809687.0,134607426713.0,2800512264.0,112250771.0,525188056.0,83130325.0,388374996.0,1.7726405638746625,0.09021225852763645,0.016206903727354078,0.21373443230018924
intel,A,dis_deblock_en_sao,fast,27,Boat,116598418066.0,5701548138.0,193640887.0,2270958294.0,677842659856.0,34651772.0,308817331730.0,11155343.0,138276087517.0,1179092276552.0,4891116413.0,309034364723.0,138521197545.0,2891035269.0,103663995.0,564169916.0,90163165.0,405525000.0,1.7394778263181088,0.08526835896176964,0.015827095531540984,0.18374605249245513
intel,A,dis_deblock_en_sao,fast,27,BoxingPractice,327570839560.0,10987366456.0,1436405529.0,1797790330.0,1563227390249.0,26725238.0,922961742574.0,14236111.0,418580986393.0,3355907390091.0,18496623170.0,924092228238.0,419482768629.0,31086706931.0,252313886.0,294130083.0,250863658.0,295486475.0,2.14678133905807,0.7989838998633395,0.02001599256523148,0.8578309414205687
intel,A,dis_deblock_en_sao,fast,27,Crosswalk,321930726514.0,9708538033.0,1475969943.0,2003861543.0,1493162602401.0,24981812.0,900945581991.0,14347070.0,410727303589.0,3247474396409.0,18494280655.0,902463925420.0,411790095045.0,30170294123.0,267864987.0,323092987.0,244404886.0,304524209.0,2.1748966865276915,0.7365628369664261,0.020493096880734484,0.8290646896647126
intel,A,dis_deblock_en_sao,fast,27,CrowdRun,134322451553.0,6995214923.0,183192070.0,1984654595.0,921407980686.0,28360332.0,414917578224.0,13151863.0,172992036316.0,1619645164661.0,4763888709.0,415392670505.0,173328172805.0,13293294674.0,101229233.0,694418851.0,110211504.0,541228415.0,1.75779372287958,0.0923042581119764,0.011468398571425101,0.14577546801073232
intel,A,dis_deblock_en_sao,fast,27,DinnerSceneCropped,102773767134.0,4088869783.0,178979076.0,2267317169.0,586487979712.0,31678902.0,281740081692.0,9767432.0,128451900523.0,1039044700161.0,4906062426.0,281962269048.0,128672574668.0,2954885221.0,96971757.0,553996719.0,79478128.0,397098334.0,1.7716385264557883,0.07893870273074265,0.01739971253091602,0.17504030921887104
intel,A,dis_deblock_en_sao,fast,27,FoodMarket,99732594623.0,4074181059.0,175734977.0,2262926621.0,562483275253.0,28063781.0,272597959004.0,9787551.0,124638782661.0,1006675226314.0,4825371521.0,272837725990.0,124798740579.0,2662519518.0,94990557.0,561945979.0,77008217.0,387682049.0,1.789698059664452,0.0776582746294892,0.01768586621769769,0.16903859187503859
intel,A,dis_deblock_en_sao,fast,27,FoodMarket2,353362325923.0,13047913910.0,679908126.0,8942355025.0,2013988265823.0,98352912.0,985278561539.0,29003788.0,453723715222.0,3600376866902.0,19728538788.0,986260341569.0,454421392585.0,10676895920.0,386024765.0,2260363435.0,286252227.0,1571297870.0,1.7876851260753175,0.07603233422282962,0.020003378374329337,0.17077995468458815
intel,A,dis_deblock_en_sao,fast,27,MeridianTalk_sdr,82875105292.0,2805372567.0,168286525.0,1860431658.0,557594331159.0,24703243.0,272430049807.0,9594627.0,116947585249.0,990700584092.0,4154519884.0,272762227283.0,117199440894.0,10392308183.0,99346129.0,610059312.0,94848952.0,498409252.0,1.7767407750232278,0.09045563392579078,0.015231287430753913,0.16284667252157278
intel,A,dis_deblock_en_sao,fast,27,Motorcycle,105883891615.0,4833118352.0,188409130.0,2213039947.0,612325376018.0,33142522.0,281098961005.0,10394686.0,125915961865.0,1071676090494.0,4720950422.0,281485204017.0,126158871834.0,2835788761.0,102974993.0,533109911.0,84402545.0,397070936.0,1.7501742251206274,0.08513589203638537,0.016771575751153452,0.19315902945199606
intel,A,dis_deblock_en_sao,fast,27,MountainBike,108965113119.0,5109279329.0,195215756.0,2249252155.0,629607194123.0,35710263.0,289962830883.0,11647433.0,130349992562.0,1103439094438.0,4816597215.0,290290754017.0,130499751387.0,2749578360.0,104868701.0,559028053.0,87641035.0,390211309.0,1.7525833642593864,0.08679140556386396,0.016592320452334938,0.18759112434023056
intel,A,dis_deblock_en_sao,fast,27,Neon1224,299369055150.0,9376888692.0,1348647581.0,1691272292.0,1418668674366.0,24916869.0,849838536891.0,13213677.0,383744604420.0,3089489080746.0,17501170097.0,850420841276.0,384398666934.0,29328515453.0,244443720.0,287694291.0,231976135.0,277755744.0,2.1777382813691055,0.7974159970451405,0.020579422854619434,0.8496648270298836
intel,A,dis_deblock_en_sao,fast,27,NocturneDance_3840x2160p_8bit,317751344771.0,11122412482.0,630768184.0,9085459048.0,1833247314867.0,97770528.0,890207237197.0,28422184.0,408110289161.0,3251970982751.0,19051909044.0,891043040117.0,409035382052.0,10569736939.0,363876712.0,2336361236.0,271622912.0,1598816692.0,1.7738855834554579,0.06942612152754706,0.02138158112036693,0.15574505619815035
intel,A,dis_deblock_en_sao,fast,27,OldTownCross,122045293808.0,5690110781.0,503599975.0,690971786.0,616993279601.0,11735138.0,329745685560.0,6733084.0,146656737499.0,1246208312910.0,4895988412.0,330385897983.0,147101644282.0,9150734842.0,82754302.0,99208440.0,94064537.0,114376759.0,2.0198085686053235,0.728828564644172,0.014818999363743797,0.8341457843707653
intel,A,dis_deblock_en_sao,fast,27,PedestrianArea,83812462322.0,2979141286.0,161564999.0,2175848722.0,471864069681.0,29026501.0,232762377249.0,10194601.0,106563907234.0,849675576574.0,4527727624.0,233079217921.0,106775088533.0,2583175906.0,87931359.0,530562905.0,71561868.0,386346085.0,1.8006786936509416,0.0742537830715972,0.019425702833508866,0.16573220285726534
intel,A,dis_deblock_en_sao,fast,27,PierSeaSide,321433683981.0,10382768119.0,607578757.0,8165855288.0,1776841567223.0,91106423.0,890977417497.0,25349567.0,407499020569.0,3249413098026.0,17892984776.0,891976994144.0,408260412498.0,9686556580.0,350524006.0,1996092195.0,256711555.0,1484196959.0,1.8287579252800017,0.07440479111757681,0.0200599173448092,0.17560511827961933
intel,A,dis_deblock_en_sao,fast,27,RitualDance,74642690443.0,2542173656.0,161002897.0,1744870873.0,507351219401.0,23632726.0,246387256718.0,9059114.0,105801129920.0,897167082969.0,3925836074.0,246769657594.0,105961971506.0,9531159576.0,94821360.0,567061320.0,90864072.0,479143408.0,1.7683353240546713,0.09227209846375836,0.01590890919198428,0.16721535512244073
intel,A,dis_deblock_en_sao,fast,27,Riverbed,98664963590.0,4010172785.0,182542645.0,2335166792.0,571764828187.0,36922638.0,272887513284.0,9503944.0,125550985522.0,1005634881699.0,4883046448.0,273251351600.0,125821005443.0,2871027743.0,100654240.0,596400940.0,79305842.0,392906793.0,1.7588260629597516,0.07817113776427838,0.017870163932978696,0.16876941877388724
intel,A,dis_deblock_en_sao,fast,27,RushFieldCuts,106964850689.0,4805803606.0,181693693.0,2253754362.0,620352201479.0,30606157.0,288783089308.0,10223646.0,131054768167.0,1084434000642.0,4825599549.0,288856703930.0,131201813772.0,2848899650.0,95550858.0,556475616.0,83805709.0,406169034.0,1.748094063431336,0.08061823243184477,0.016705859629864813,0.17170717863044693
intel,A,dis_deblock_en_sao,fast,27,Skater227,,,6985.0,28289.0,1684049.0,,,,,1265598.0,42970.0,806533.0,302263.0,7968.0,3097.0,16974.0,,,0.7515208880501696,0.24691576231043869,0.05327742324244637,0.182455520207376
intel,A,dis_deblock_en_sao,fast,27,Tango,365781989167.0,13301680460.0,691482316.0,8002537501.0,2489797326464.0,99126390.0,1204373272263.0,39287783.0,516994447356.0,4400238842252.0,18591791373.0,1205675169925.0,518000463249.0,46709231380.0,432741191.0,2668696620.0,368145456.0,2018071310.0,1.7673080437037827,0.08640788198913059,0.015420232444661291,0.16215450934246697
intel,A,dis_deblock_en_sao,fast,27,TimeLapse,332750004552.0,11765494984.0,617673538.0,8646567284.0,1868668891554.0,102030607.0,924076204741.0,27817225.0,422165389967.0,3384263789069.0,18671045715.0,925240230610.0,423023053353.0,10128704557.0,354353636.0,2153643769.0,262864992.0,1527248014.0,1.8110558828079057,0.0714356943874098,0.020179673448365295,0.16453679159972534
intel,A,dis_deblock_en_sao,fast,27,ToddlerFountain,112367361511.0,5291775062.0,184778731.0,2255192581.0,641340777493.0,32202989.0,298633144075.0,10315266.0,134216592148.0,1130503564833.0,4846124991.0,298967935051.0,134418369841.0,2774830589.0,100218184.0,553789517.0,85975231.0,411931393.0,1.7627189857662513,0.08193479020672603,0.01620951420818194,0.18096800485300626
intel,A,dis_deblock_en_sao,fast,27,TreesAndGrass_1920_1080,130598090929.0,6685167391.0,504380684.0,647581464.0,671378537499.0,11775050.0,339315753127.0,6894986.0,148468374717.0,1326863760625.0,4826309787.0,340013801021.0,148885108399.0,8962786046.0,80993260.0,96836341.0,97237445.0,115996129.0,1.976327342199223,0.7788683154772942,0.014194452614886407,0.8363932296863633
intel,A,dis_deblock_en_sao,fast,27,TunnelFlag,95273962731.0,4041463574.0,158851679.0,1850559487.0,659581780052.0,24684238.0,309875600774.0,10397240.0,131682567391.0,1159440297305.0,4399675140.0,310048855450.0,131923746629.0,11777585289.0,89340984.0,642210677.0,92114323.0,513906362.0,1.7578416086835997,0.08583981229239998,0.01419026409116841,0.13911475968812023
intel,A,dis_deblock_en_sao,fast,27,Vertical_Carnaby,70857895373.0,2159637761.0,150550342.0,2108159122.0,401370571105.0,24831955.0,200306866001.0,8597290.0,91572398304.0,726463658810.0,4225878693.0,200432766394.0,91709353552.0,2440706392.0,82516991.0,501091696.0,67051691.0,374468315.0,1.8099574585401141,0.07141317770035008,0.021083771725691765,0.16467443316003386
intel,A,dis_deblock_en_sao,fast,27,Vertical_bees,79073345657.0,2755211230.0,398183360.0,562482962.0,385260134444.0,6757034.0,224003536497.0,4876775.0,101310029926.0,819825402361.0,4328777541.0,224608087511.0,101589385290.0,7839312894.0,67514340.0,82605895.0,68966680.0,85209832.0,2.127978809809004,0.7079029711125722,0.019272580916250406,0.8173065614748197
intel,A,dis_deblock_en_sao,fast,27,WalkingInStreet,127874054233.0,6068576513.0,203685680.0,2171027433.0,727366990100.0,33084743.0,328055142641.0,12079124.0,143739730642.0,1289876631677.0,4686228160.0,328594129217.0,144038774020.0,2861735746.0,105766972.0,534147487.0,95816004.0,401521372.0,1.7733505221341774,0.09381994759897629,0.014261448222360862,0.19801080146240582
intel,A,dis_deblock_en_sao,fast,27,WorldCup_1920x1080_30p,71127803217.0,2242514199.0,147553714.0,1949870051.0,395792451008.0,28030346.0,199518053196.0,7709741.0,90723786550.0,725865084943.0,4271393963.0,199755684946.0,90870691980.0,2254011504.0,83275147.0,458623551.0,63642881.0,365851421.0,1.8339538389233412,0.07567361421050925,0.02138309087000296,0.18157625533713598
intel,A,dis_deblock_en_sao,fast,27,WorldCup_far_1920x1080_30p,95587716114.0,4298926484.0,182708164.0,2032349479.0,674394903402.0,29548431.0,310877455175.0,12061603.0,132199839858.0,1166058692070.0,4410552186.0,311399883472.0,132543174991.0,11975049730.0,103749298.0,658906152.0,111708527.0,540079965.0,1.7290443421025146,0.0898999733500067,0.014163628248102994,0.1574568664825579
intel,A,dis_deblock_en_sao,fast,32,Aerial3200,99375197415.0,4123243417.0,181078300.0,2131092314.0,576252430737.0,26555952.0,270781117842.0,9038595.0,122007622744.0,1018994006514.0,4789452296.0,271058140365.0,122168855932.0,2806335572.0,103837562.0,532615737.0,76478715.0,382400234.0,1.7683118580701762,0.0849697119221087,0.017669464896168198,0.19495774305294325
intel,A,dis_deblock_en_sao,fast,32,Boat,100972230536.0,4379793017.0,173758036.0,2197840689.0,578477683691.0,28884413.0,273541760961.0,10185424.0,124031351365.0,1023402949922.0,4670257868.0,273858087369.0,124245808365.0,2681758788.0,93890111.0,548912607.0,80261513.0,397212952.0,1.769131253935565,0.07905852178897395,0.0170535692879036,0.17104746694221945
intel,A,dis_deblock_en_sao,fast,32,BoxingPractice,279997975086.0,7435471569.0,1272734486.0,1635167435.0,1281112241106.0,22124886.0,796641011135.0,12671418.0,359570129842.0,2874170751628.0,16925201197.0,798243158022.0,360528980556.0,27222831138.0,240086660.0,280679319.0,219323006.0,274322403.0,2.2434964395833834,0.7783511698910516,0.02120306453855447,0.85537709317301
intel,A,dis_deblock_en_sao,fast,32,Crosswalk,285405115045.0,7214880856.0,576459646.0,8180987172.0,1498459722139.0,86631763.0,791739459909.0,22041413.0,363028047801.0,2847970610782.0,16791157748.0,792690298908.0,363582334148.0,8594073394.0,336356142.0,2029846301.0,234763327.0,1429612921.0,1.9005987072622943,0.07046333576624755,0.021182494312256987,0.1657052269594475
intel,A,dis_deblock_en_sao,fast,32,CrowdRun,109804824305.0,5022155354.0,193878803.0,2151489212.0,632789688123.0,38028195.0,293245961894.0,13173784.0,132625311936.0,1104312390939.0,4767671671.0,294112164542.0,133057223934.0,2671251007.0,104134588.0,529931198.0,86737951.0,393257571.0,1.7451491572415552,0.09011376953165035,0.01621038585202471,0.19650586414427332
intel,A,dis_deblock_en_sao,fast,32,DinnerSceneCropped,78619623416.0,2298404552.0,150056545.0,2177634208.0,419741624552.0,29466738.0,214770586095.0,9475124.0,98883642316.0,775208522893.0,4236270864.0,215239243508.0,99128635227.0,2437273333.0,84140660.0,541462147.0,66463679.0,377611018.0,1.846870735587394,0.06890805831793767,0.019681684412919554,0.1553952764125541
intel,A,dis_deblock_en_sao,fast,32,FoodMarket,80910577425.0,2653647177.0,366902043.0,478717268.0,383429986732.0,8335526.0,227308632130.0,4447994.0,103283437956.0,825909877448.0,4267392147.0,227740051778.0,103515612869.0,7623467285.0,64038275.0,78018600.0,64580942.0,79229937.0,2.154004397223301,0.7664274249660031,0.018737995858365022,0.8208077945515556
intel,A,dis_deblock_en_sao,fast,32,FoodMarket2,311038381173.0,10074870685.0,608957227.0,8608725488.0,1748993196985.0,94794340.0,873852674109.0,26140419.0,401751114046.0,3168789799819.0,18460598740.0,874422069383.0,402362974940.0,10063304452.0,349525396.0,2173215589.0,259150966.0,1544087156.0,1.8117793741459456,0.07073721050216394,0.021111771290294585,0.16083328215072915
intel,A,dis_deblock_en_sao,fast,32,MeridianTalk_sdr,70110729768.0,1805005333.0,139390339.0,1970509750.0,372487973701.0,24540298.0,195295211831.0,6982442.0,89237543607.0,704763958076.0,3992459942.0,195738476455.0,89494981165.0,2141377700.0,75972565.0,473841957.0,60542257.0,361200771.0,1.8920448654316055,0.07073821329734603,0.02039690925518091,0.16033313191807538
intel,A,dis_deblock_en_sao,fast,32,Motorcycle,93407923808.0,3921896991.0,175738368.0,2056914546.0,533137801061.0,28033094.0,252433994364.0,9257748.0,113614595615.0,947310554268.0,4515373262.0,252759581355.0,113857553270.0,2534498119.0,97382711.0,494427165.0,79511300.0,381385813.0,1.7768587265482825,0.08543785561814,0.017864301079285983,0.19696068075062179
intel,A,dis_deblock_en_sao,fast,32,MountainBike,95912868448.0,4068438155.0,168160995.0,2140292041.0,548098581637.0,29664851.0,259591142733.0,9879336.0,117413262516.0,971982044241.0,4592985037.0,260011876945.0,117701672348.0,2678046380.0,91290025.0,499443148.0,75312577.0,386859627.0,1.7733708438689841,0.07856918204556367,0.017664520140253243,0.182783616845215
intel,A,dis_deblock_en_sao,fast,32,Neon1224,267868082778.0,7080414385.0,1260062325.0,1672268062.0,1239162727642.0,18449530.0,767599082897.0,11485963.0,344838200177.0,2775602498259.0,16613395246.0,768643661842.0,345552560644.0,26716263331.0,234239365.0,279796933.0,207543951.0,259665729.0,2.2399015370166016,0.7535049874079339,0.0216139104122542,0.837176313866171
intel,A,dis_deblock_en_sao,fast,32,NocturneDance_3840x2160p_8bit,285568369220.0,9147673763.0,612450378.0,7071565239.0,1994621631691.0,78087451.0,974942437217.0,31020043.0,416060281802.0,3508300108026.0,17492250613.0,976215592583.0,416917581157.0,40960072542.0,382631213.0,2404285535.0,321914679.0,1904940819.0,1.758880006255489,0.08660747052467375,0.017918429848796713,0.15914549558690416
